transaction_id,user_id,account_age_days,transaction_amount,transaction_type,merchant_category,country,city,device_type,is_fraud,credit_score,income,balance,num_previous_transactions,avg_monthly_spend,payment_method,hour_of_day,day_of_week,lat,lon,session_duration,num_items,discount_applied,loyalty_points,risk_score,employment_status,age,gender,tenure_years,customer_segment
274,100167,802,12.18,transfer,utilities,CO,Bogota,mobile,0,414,34872.66,-5000.0,27,3279.54,cash,9,3,4.70079,-74.06826,40.3,17,0,2912,27.8,student,24,male,1.83,standard
275,100487,1120,21.39,transfer,utilities,US,Miami,mobile,1,494,32048.15,532.85,39,4067.89,cash,22,2,25.75677,-80.18254,14.7,15,0,5616,39.0,employed,30,female,3.55,standard
276,100007,1139,18.72,purchase,services,ES,Madrid,mobile,0,629,42130.5,25848.72,40,3601.11,card,11,2,40.37266,-3.73227,10.0,14,0,5132,27.8,student,56,female,3.42,standard
277,100115,483,21.66,purchase,utilities,CO,Bogota,mobile,0,487,36550.87,-3327.75,14,1683.52,card,17,0,4.68453,-74.10493,43.8,11,0,1774,31.4,employed,29,male,1.59,standard
278,100399,596,16.5,purchase,fashion,US,Miami,mobile,0,505,19061.32,2376.18,11,1151.55,card,21,5,25.74046,-80.26321,68.7,3,1,1409,25.1,student,57,female,0.87,basic
279,100245,829,13.76,purchase,grocery,ES,Madrid,mobile,0,469,16421.19,-5000.0,23,1706.98,card,18,6,40.44779,-3.67543,29.0,8,0,1469,21.7,retired,29,male,2.14,basic
280,100136,122,11.92,purchase,grocery,CL,Santiago,mobile,0,507,37938.53,1478.18,2,2090.39,wallet,13,4,-33.4185,-70.66722,27.1,8,0,1564,19.5,self_employed,55,male,0.94,standard
281,100446,1257,28.5,purchase,grocery,MX,Mexico City,mobile,0,505,74068.96,50041.49,51,3588.41,card,19,5,19.44554,-99.09819,10.2,16,1,2460,39.7,unemployed,44,female,2.54,vip
282,100297,724,20.27,transfer,health,US,Miami,desktop,0,509,42166.41,15393.92,22,2439.3,card,23,0,25.76427,-80.1989,45.2,11,0,1839,24.7,employed,28,male,1.92,standard
283,100415,92,12.2,purchase,utilities,PE,Lima,mobile,0,464,32413.76,-181.2,2,2444.69,bank_transfer,20,5,-12.05035,-77.04489,22.0,14,0,3116,19.8,self_employed,19,male,0.0,standard
284,100496,253,15.6,purchase,utilities,CO,Bogota,desktop,0,638,15712.55,2000.67,10,935.99,bank_transfer,14,5,4.72918,-74.03893,17.4,5,1,749,19.0,student,70,female,1.38,basic
285,100413,772,17.4,purchase,health,MX,Mexico City,mobile,0,492,40822.04,-5000.0,32,4734.56,card,15,6,19.40807,-99.1439,12.2,31,0,2971,26.2,employed,62,male,1.62,standard
286,100219,850,20.41,transfer,health,PE,Lima,mobile,0,534,31013.12,7559.77,26,3871.45,bank_transfer,23,3,-12.02082,-77.04065,10.3,19,0,5683,29.8,employed,56,female,2.34,standard
287,100279,599,8.36,purchase,fashion,US,Miami,tablet,0,494,17250.0,17866.05,20,439.69,card,14,1,25.74344,-80.18777,28.5,3,1,638,10.2,employed,30,male,1.87,basic
288,100288,117,15.21,purchase,services,AR,Buenos Aires,mobile,0,494,41000.07,17820.51,4,3269.29,card,16,0,-34.60303,-58.39398,15.4,16,0,4477,23.5,student,22,female,0.13,standard
289,100403,1084,27.37,purchase,services,US,Miami,mobile,0,525,64006.15,21219.26,37,3548.64,bank_transfer,22,5,25.78876,-80.20296,34.7,14,0,4446,38.3,employed,55,male,2.61,premium
290,100228,721,15.15,transfer,travel,CO,Bogota,mobile,0,523,41386.43,-3212.02,32,2927.1,cash,15,4,4.6843,-74.05847,19.0,10,0,2360,31.4,student,63,male,2.23,standard
291,100010,682,22.89,purchase,electronics,CL,Santiago,mobile,1,550,114417.02,97933.18,34,5000.0,card,12,2,-33.47702,-70.63382,34.7,19,0,4410,32.9,employed,31,male,2.32,vip
292,100028,482,51.7,withdrawal,electronics,ES,Madrid,mobile,1,477,56933.76,3831.09,8,1634.58,bank_transfer,15,4,40.41214,-3.67959,23.3,6,0,2375,67.9,self_employed,35,female,1.68,premium
293,100335,781,16.43,purchase,fashion,CL,Santiago,mobile,0,508,35336.76,-5000.0,29,3637.94,card,13,5,-33.44727,-70.6988,19.6,17,1,3780,25.0,employed,37,male,1.97,standard
294,100207,628,14.6,purchase,electronics,CL,Santiago,mobile,1,396,34539.28,7423.27,22,5000.0,wallet,13,5,-33.45967,-70.67822,30.1,25,1,5030,22.8,retired,20,male,2.0,standard
295,100124,263,19.05,purchase,grocery,AR,Buenos Aires,desktop,0,493,66093.73,-5000.0,11,5000.0,card,16,3,-34.58003,-58.40235,13.4,17,0,7355,23.2,employed,28,female,0.84,premium
296,100069,2165,12.34,transfer,grocery,PE,Lima,mobile,0,544,39860.06,3791.39,78,5000.0,card,15,2,-12.02825,-77.01387,10.0,23,1,5895,20.0,employed,59,male,6.16,standard
297,100161,420,21.3,withdrawal,utilities,CO,Bogota,desktop,0,565,48548.64,-5000.0,12,5000.0,card,11,6,4.71164,-74.03687,16.6,17,0,4596,25.9,employed,61,female,0.8,premium
298,100194,943,11.26,payment,utilities,CO,Bogota,tablet,0,422,29105.19,16648.86,36,1920.2,card,13,3,4.706,-74.07209,48.2,12,0,2413,13.7,student,30,male,2.64,standard
299,100137,2020,68.2,purchase,services,CL,Santiago,desktop,1,495,89415.06,95404.01,71,5000.0,card,22,2,-33.46506,-70.69628,14.4,21,0,4650,83.0,employed,28,female,5.42,vip
300,100457,673,17.27,transfer,grocery,CO,Bogota,mobile,1,532,51560.35,5655.9,20,5000.0,card,8,0,4.73116,-74.0721,13.9,26,0,4141,26.0,retired,52,male,1.57,premium
301,100112,1434,9.31,purchase,grocery,US,Miami,mobile,0,537,22520.48,-5000.0,45,1824.85,card,11,3,25.78192,-80.18741,16.6,7,0,1626,16.3,retired,67,male,3.51,basic
302,100100,209,22.17,transfer,fashion,CO,Bogota,mobile,1,613,27273.92,-5000.0,14,1685.41,bank_transfer,12,0,4.71098,-74.03776,17.1,5,0,2522,32.0,employed,70,male,1.28,standard
303,100439,542,39.77,purchase,grocery,CL,Santiago,desktop,0,450,39802.59,26327.88,20,5000.0,card,14,5,-33.44446,-70.62597,35.6,23,0,6635,48.4,employed,27,male,1.75,standard
304,100386,1518,10.7,transfer,health,PE,Lima,mobile,1,541,10500.0,6284.29,53,275.38,bank_transfer,23,4,-12.07114,-77.06315,33.1,2,0,238,18.0,retired,67,non_binary,3.82,basic
305,100393,1188,27.26,purchase,grocery,MX,Mexico City,mobile,0,500,47448.89,44564.06,57,3398.35,bank_transfer,14,1,19.47873,-99.12353,28.3,18,0,4835,38.2,unemployed,32,female,4.11,premium
306,100110,532,48.37,purchase,travel,AR,Buenos Aires,mobile,1,479,68429.65,16283.14,22,5000.0,bank_transfer,15,1,-34.59052,-58.37039,62.9,20,0,6655,63.9,employed,31,female,1.34,premium
307,100283,423,11.26,purchase,services,CL,Santiago,tablet,1,491,25938.77,7958.59,14,963.74,bank_transfer,9,1,-33.41503,-70.68857,24.0,5,0,1252,13.7,self_employed,26,male,0.67,standard
308,100281,749,16.02,transfer,electronics,US,Miami,desktop,0,569,66949.87,22012.53,19,1743.81,card,23,5,25.77319,-80.16364,69.2,14,0,1245,19.5,employed,45,female,2.29,premium
309,100187,442,20.85,purchase,grocery,CL,Santiago,mobile,0,590,37148.13,15899.02,16,2390.56,card,22,5,-33.49332,-70.66707,15.1,13,0,3314,30.4,employed,62,male,0.79,standard
310,100122,683,28.73,purchase,utilities,MX,Mexico City,tablet,0,440,128683.91,124329.32,22,3891.74,card,14,2,19.44048,-99.11334,29.0,25,0,3845,35.0,self_employed,29,male,1.47,vip
311,100318,1462,36.07,payment,electronics,CO,Bogota,mobile,1,469,153315.15,114782.36,48,5000.0,card,21,4,4.73663,-74.083,38.3,17,0,4450,48.9,employed,19,female,1.0,vip
312,100092,518,13.44,refund,grocery,MX,Mexico City,mobile,0,596,27442.18,10126.55,19,2749.46,card,10,0,19.41352,-99.1433,12.1,11,0,3151,21.4,unemployed,65,female,1.43,standard
313,100398,297,8.47,payment,electronics,US,Miami,mobile,1,387,11067.24,-5000.0,10,1394.1,card,20,1,25.75347,-80.17763,15.6,4,0,1106,15.3,retired,26,female,1.44,basic
314,100195,751,16.39,purchase,utilities,US,Miami,mobile,0,493,62641.28,28361.41,19,5000.0,card,23,1,25.75856,-80.20512,34.8,22,0,6612,24.9,unemployed,33,male,2.05,premium
315,100062,1884,56.13,transfer,grocery,CL,Santiago,mobile,0,604,121005.51,31503.92,70,2884.25,cash,17,6,-33.43572,-70.66438,10.1,13,0,3524,81.3,self_employed,66,female,5.31,vip
316,100482,424,32.51,withdrawal,grocery,MX,Mexico City,desktop,0,408,47642.44,29335.5,17,4643.94,bank_transfer,20,3,19.42039,-99.08702,24.2,14,1,5863,39.6,student,18,male,0.0,premium
317,100174,631,21.38,withdrawal,grocery,AR,Buenos Aires,mobile,0,475,31576.37,-5000.0,20,4031.94,bank_transfer,12,0,-34.63881,-58.36487,19.9,21,0,2443,31.0,unemployed,26,male,1.5,standard
318,100408,580,24.44,transfer,grocery,CL,Santiago,mobile,0,464,84556.32,13939.4,17,5000.0,card,17,6,-33.44737,-70.69516,54.2,23,0,2588,34.7,self_employed,31,male,1.45,vip
319,100045,1174,32.55,purchase,grocery,CL,Santiago,mobile,0,562,22429.51,-230.18,36,895.89,card,19,3,-33.48518,-70.62894,41.3,9,0,920,44.6,employed,46,female,2.47,basic
320,100302,1031,51.78,purchase,fashion,CO,Bogota,mobile,0,497,76688.54,74814.86,37,5000.0,cash,15,1,4.73124,-74.1035,36.7,29,0,6586,76.0,employed,23,non_binary,2.65,vip
321,100433,358,14.54,purchase,utilities,MX,Mexico City,mobile,0,531,28341.35,4510.5,5,1253.62,bank_transfer,13,4,19.42904,-99.13921,25.0,10,0,1228,22.7,employed,62,female,1.24,standard
322,100130,309,40.17,purchase,electronics,PE,Lima,mobile,0,468,37659.81,-5000.0,6,5000.0,card,20,1,-12.02819,-77.06224,27.5,20,0,2684,53.9,employed,22,male,0.98,standard
323,100050,195,36.95,withdrawal,utilities,ES,Madrid,mobile,0,629,85443.47,9983.34,6,5000.0,card,6,0,40.40325,-3.72959,13.6,20,0,2885,50.0,employed,70,male,0.24,vip
324,100097,842,22.17,withdrawal,utilities,ES,Madrid,desktop,1,513,83937.82,24653.47,36,5000.0,card,20,5,40.45887,-3.67068,10.0,21,0,3981,27.0,employed,31,female,2.53,vip
325,100197,354,44.74,purchase,fashion,MX,Mexico City,mobile,1,443,38538.79,-5000.0,13,3528.18,card,11,5,19.38277,-99.12604,15.0,24,0,4975,59.4,employed,32,male,0.02,standard
326,100215,1095,15.26,purchase,services,CL,Santiago,mobile,0,446,29399.84,15716.87,39,1104.24,bank_transfer,9,4,-33.4824,-70.63048,27.9,9,0,1554,23.6,employed,23,female,3.14,standard
327,100238,917,16.48,purchase,services,MX,Mexico City,mobile,0,425,45111.93,36775.86,30,5000.0,bank_transfer,15,6,19.43397,-99.13034,13.0,23,1,7235,25.1,employed,30,female,2.77,premium
328,100395,342,13.18,transfer,grocery,PE,Lima,mobile,0,514,27877.3,19379.38,10,3500.26,bank_transfer,7,6,-12.04738,-77.00452,145.7,16,0,2071,21.0,self_employed,52,male,1.28,standard
329,100493,1072,27.15,purchase,fashion,MX,Mexico City,tablet,0,525,88445.65,-597.65,37,5000.0,card,21,0,19.44505,-99.08487,10.0,26,0,5868,33.0,self_employed,46,male,2.46,vip
330,100436,1542,23.04,payment,grocery,US,Miami,desktop,0,447,28894.86,14535.82,51,2997.49,wallet,11,0,25.76038,-80.18413,15.5,17,0,2052,28.0,employed,22,male,4.0,standard
331,100063,282,11.13,transfer,travel,CO,Bogota,mobile,0,438,26052.21,3491.21,6,1264.97,cash,11,1,4.73176,-74.09226,29.9,6,0,1146,26.5,self_employed,24,female,0.77,standard
332,100345,657,24.3,transfer,fashion,PE,Lima,mobile,0,411,67640.23,67224.73,22,5000.0,card,12,0,-12.01944,-77.04451,10.0,17,0,7482,34.6,employed,22,male,1.29,premium
333,100169,245,27.38,withdrawal,electronics,CL,Santiago,mobile,1,493,30953.97,15357.07,7,968.46,card,6,5,-33.43876,-70.69313,12.9,3,0,1343,38.3,retired,31,female,1.3,standard
334,100247,1584,12.27,purchase,health,MX,Mexico City,mobile,0,480,22144.47,-923.14,55,2483.17,bank_transfer,10,1,19.43264,-99.14749,22.2,13,1,1476,19.9,unemployed,31,male,4.54,basic
335,100257,682,13.37,transfer,fashion,AR,Buenos Aires,mobile,0,459,31060.77,24051.76,25,3626.82,card,16,4,-34.57917,-58.3719,24.5,18,0,4812,21.3,employed,25,female,1.6,standard
336,100251,632,14.13,transfer,fashion,US,Miami,tablet,0,570,27409.88,4236.84,26,3065.91,card,7,3,25.74386,-80.19192,14.0,18,0,1992,17.2,student,60,male,2.04,standard
337,100269,254,22.98,payment,grocery,ES,Madrid,mobile,0,436,25407.68,-5000.0,3,3029.92,cash,19,1,40.40278,-3.70662,76.7,13,0,1517,41.0,employed,29,male,0.84,basic
338,100379,372,11.34,transfer,travel,AR,Buenos Aires,mobile,0,548,34006.28,1377.27,10,4926.56,card,19,6,-34.62093,-58.40335,32.5,15,0,6162,18.8,student,52,female,0.56,standard
339,100490,2013,13.97,payment,fashion,CO,Bogota,desktop,0,501,27631.92,18683.98,62,2060.73,card,10,5,4.67093,-74.08926,17.7,6,0,2248,17.0,student,47,male,5.24,standard
340,100153,886,11.47,transfer,services,AR,Buenos Aires,desktop,0,420,17250.0,13846.33,28,795.46,wallet,23,4,-34.58934,-58.40951,32.3,3,0,748,14.0,employed,24,male,2.65,basic
341,100460,809,11.57,purchase,utilities,AR,Buenos Aires,desktop,0,578,33217.77,30491.73,29,1224.53,cash,15,4,-34.63469,-58.3739,32.3,7,0,1363,22.1,employed,60,male,1.36,standard
342,100040,458,23.14,purchase,grocery,CL,Santiago,desktop,0,584,55745.97,54688.39,23,1685.1,cash,12,2,-33.44941,-70.66313,10.5,6,1,1109,36.2,retired,62,female,1.68,premium
343,100385,422,8.32,transfer,grocery,MX,Mexico City,mobile,0,508,18516.85,17368.27,8,1480.27,card,4,6,19.41018,-99.14878,76.7,10,0,1541,15.1,student,56,female,1.29,basic
344,100391,1868,49.57,purchase,grocery,CO,Bogota,mobile,1,447,30165.18,21813.3,61,1028.34,card,22,2,4.69709,-74.08427,15.7,5,0,1372,65.3,employed,29,male,5.08,standard
345,100065,355,12.56,transfer,travel,ES,Madrid,mobile,0,589,33495.66,2766.77,13,4266.21,card,14,4,40.4214,-3.73799,22.6,17,1,4981,20.3,employed,70,male,0.84,standard
346,100206,399,14.45,refund,services,CL,Santiago,mobile,0,482,42783.11,30752.25,14,3561.7,card,8,4,-33.47118,-70.6405,44.1,19,1,1980,22.6,self_employed,24,female,1.03,standard
347,100008,198,49.27,purchase,health,PE,Lima,mobile,1,475,19538.76,-5000.0,5,2479.99,bank_transfer,16,2,-12.04093,-77.04598,59.1,15,0,1761,64.9,employed,55,female,0.35,basic
348,100077,968,12.5,purchase,grocery,PE,Lima,mobile,0,520,27120.38,-393.82,29,2838.77,bank_transfer,9,3,-12.05575,-77.05428,19.6,12,1,1911,20.2,employed,34,female,3.19,standard
349,100058,288,10.41,payment,fashion,MX,Mexico City,mobile,1,555,22873.64,3003.12,16,3196.04,card,17,4,19.43577,-99.13499,13.8,13,0,4232,17.7,retired,60,female,0.95,basic
350,100250,366,25.13,purchase,utilities,CL,Santiago,tablet,1,520,58736.44,9517.7,9,5000.0,card,23,0,-33.44237,-70.69659,23.0,13,0,7153,30.6,employed,42,male,1.56,premium
351,100119,279,42.94,transfer,utilities,ES,Madrid,mobile,1,470,55112.39,43176.56,15,3090.22,wallet,21,3,40.3937,-3.68979,20.9,14,0,2173,57.2,employed,24,male,0.38,premium
352,100465,382,20.07,payment,utilities,US,Miami,mobile,0,496,51921.06,14718.7,9,5000.0,bank_transfer,20,0,25.75277,-80.19403,35.2,18,0,3155,29.4,self_employed,29,male,0.89,premium
353,100319,1768,18.48,purchase,services,ES,Madrid,mobile,0,454,47899.61,24419.08,60,5000.0,bank_transfer,19,1,40.42295,-3.7114,43.0,23,0,2531,27.5,employed,33,male,4.25,premium
354,100141,2516,9.94,purchase,grocery,ES,Madrid,desktop,0,552,24483.03,16434.45,97,2149.47,card,23,1,40.42697,-3.76522,108.6,8,1,1095,12.1,employed,63,female,6.48,basic
355,100088,1088,9.86,purchase,travel,MX,Mexico City,desktop,0,599,10500.0,1172.94,34,1222.94,bank_transfer,10,2,19.44538,-99.15955,27.7,4,1,810,12.0,retired,62,female,2.52,basic
356,100458,377,11.12,payment,services,CL,Santiago,mobile,0,436,11681.3,11418.13,13,306.64,wallet,15,5,-33.45782,-70.64967,90.9,1,1,365,18.5,retired,26,female,0.28,basic
357,100307,1328,17.16,purchase,grocery,CO,Bogota,mobile,0,510,50744.67,-5000.0,43,5000.0,wallet,13,5,4.69177,-74.06077,21.5,15,0,2864,25.9,employed,50,male,3.76,premium
358,100300,543,11.27,purchase,fashion,PE,Lima,mobile,0,598,40063.54,-2893.07,18,4633.49,card,19,5,-12.06729,-77.04366,38.9,18,1,2366,18.7,student,63,male,2.36,standard
359,100323,1245,8.0,purchase,grocery,MX,Mexico City,mobile,0,495,24375.68,15259.71,40,2253.73,card,10,6,19.46115,-99.12833,16.0,11,1,1634,14.7,employed,31,female,4.02,basic
360,100254,719,18.2,purchase,fashion,PE,Lima,tablet,0,605,63792.09,-5000.0,25,3590.48,wallet,12,1,-12.04817,-77.02954,10.0,23,0,2260,22.1,retired,66,male,1.72,premium
361,100321,307,25.65,withdrawal,utilities,US,Miami,tablet,0,476,76029.01,4626.21,14,5000.0,card,14,0,25.75546,-80.21448,11.7,17,0,6992,31.2,student,31,female,1.16,vip
362,100060,2055,31.78,purchase,grocery,MX,Mexico City,mobile,1,565,19192.58,1648.23,49,1531.31,cash,12,3,19.42644,-99.13019,22.0,6,0,1989,51.7,student,32,male,5.98,basic
363,100349,1351,12.13,payment,travel,PE,Lima,mobile,0,485,43935.23,33039.92,45,4051.77,cash,12,0,-12.04102,-77.05145,92.8,18,0,3915,27.8,employed,24,male,3.57,standard
364,100324,1789,30.14,purchase,grocery,PE,Lima,mobile,0,558,75468.06,7264.77,69,2121.43,card,14,6,-12.06267,-77.05644,10.0,15,0,2438,41.7,employed,47,male,5.17,vip
365,100256,769,49.55,payment,fashion,AR,Buenos Aires,mobile,1,568,94841.32,9606.16,31,5000.0,card,19,2,-34.56434,-58.37808,13.0,23,0,6314,65.3,employed,67,male,2.16,vip
366,100301,218,18.82,purchase,electronics,CL,Santiago,mobile,0,428,28800.94,8460.15,10,2156.86,bank_transfer,8,6,-33.45666,-70.66533,21.9,7,0,1860,27.9,retired,25,female,1.28,standard
367,100296,796,8.2,purchase,grocery,MX,Mexico City,desktop,0,568,19485.14,6109.06,31,1231.52,card,13,6,19.42603,-99.13278,15.4,6,1,1740,10.0,retired,48,male,1.79,basic
368,100315,850,19.28,purchase,grocery,CL,Santiago,mobile,0,540,62599.07,14444.94,32,5000.0,bank_transfer,20,2,-33.46646,-70.6312,14.7,20,0,5475,28.5,self_employed,68,female,2.27,premium
369,100432,113,24.79,purchase,health,CO,Bogota,mobile,0,437,55303.85,14864.15,1,2943.32,wallet,10,5,4.74506,-74.07051,25.3,17,0,3800,35.2,employed,24,female,0.5,premium
370,100046,507,22.05,purchase,utilities,ES,Madrid,mobile,1,546,107758.66,-1102.57,22,4136.7,bank_transfer,12,5,40.41504,-3.69677,46.1,17,0,5406,31.8,employed,58,female,1.61,vip
371,100086,652,54.49,payment,electronics,ES,Madrid,mobile,0,453,63770.57,16589.28,26,5000.0,card,17,0,40.41772,-3.72317,21.6,16,1,6456,71.3,employed,26,male,1.39,premium
372,100109,669,17.78,purchase,utilities,CO,Bogota,mobile,1,478,54961.62,994.98,18,5000.0,card,13,5,4.72504,-74.08612,65.1,20,0,7252,26.6,employed,29,female,2.32,premium
373,100360,992,14.37,purchase,grocery,CL,Santiago,mobile,0,447,40938.14,39114.1,33,1041.29,bank_transfer,15,5,-33.46764,-70.64573,43.5,4,0,1066,22.5,employed,23,male,2.6,standard
374,100133,247,11.33,purchase,grocery,US,Miami,mobile,0,532,41490.02,32631.9,7,4712.37,card,9,6,25.72918,-80.18776,23.8,21,1,4399,18.8,student,71,male,0.0,standard
375,100016,455,8.54,purchase,health,PE,Lima,mobile,0,445,17250.0,7711.24,12,1501.75,card,8,1,-12.06775,-77.00408,20.9,8,0,978,15.4,employed,30,female,1.26,basic
376,100303,736,18.94,payment,utilities,PE,Lima,mobile,0,479,48335.79,17950.89,28,5000.0,wallet,18,1,-12.04368,-77.02893,26.0,16,0,3064,28.0,employed,32,male,2.59,premium
377,100193,350,16.78,purchase,grocery,CO,Bogota,desktop,0,560,59574.04,-5000.0,14,5000.0,card,10,4,4.64869,-74.05798,20.4,20,0,5702,20.4,employed,38,female,0.26,premium
378,100456,1036,8.93,withdrawal,utilities,CO,Bogota,desktop,0,549,17302.08,10796.42,43,1052.42,card,19,6,4.73046,-74.05767,14.1,7,1,828,10.9,employed,59,male,3.45,basic
379,100116,736,10.48,purchase,grocery,PE,Lima,mobile,0,554,23417.01,10848.4,25,1005.57,bank_transfer,15,6,-12.03314,-77.0472,16.1,2,1,980,17.8,employed,59,female,1.42,basic
380,100355,136,11.22,purchase,travel,US,Miami,mobile,0,455,17250.0,2286.54,5,391.12,card,17,3,25.73307,-80.19389,69.1,3,0,325,18.7,employed,24,female,0.0,basic
381,100330,429,32.77,purchase,electronics,MX,Mexico City,mobile,0,467,56050.37,69096.87,9,1286.19,wallet,21,1,19.43027,-99.17189,47.1,5,0,785,44.9,employed,18,female,0.0,premium
382,100366,2247,12.35,purchase,fashion,CO,Bogota,mobile,0,503,39915.23,-399.51,78,5000.0,card,21,0,4.69222,-74.09964,65.7,19,0,4420,20.0,retired,32,male,5.99,standard
383,100294,882,14.78,transfer,utilities,CO,Bogota,desktop,1,574,19114.26,17330.18,32,1646.85,cash,6,4,4.70635,-74.05045,12.2,7,0,958,26.0,employed,57,female,2.41,basic
384,100027,68,54.7,purchase,grocery,PE,Lima,desktop,0,528,35333.16,27841.76,0,2204.84,card,12,3,-12.02646,-77.02688,20.1,4,0,2468,66.6,employed,44,non_binary,0.0,standard
385,100140,407,23.22,purchase,electronics,US,Miami,desktop,0,496,24086.0,2561.71,12,3337.91,card,13,6,25.75935,-80.195,31.6,16,1,2044,28.3,employed,29,female,1.59,basic
386,100198,423,16.93,purchase,fashion,CL,Santiago,desktop,0,457,56553.79,51416.39,13,5000.0,card,17,0,-33.45509,-70.6524,12.2,21,0,4944,20.6,employed,28,female,1.47,premium
387,100377,652,13.79,purchase,grocery,CL,Santiago,mobile,0,562,26653.88,-5000.0,22,2393.28,bank_transfer,17,6,-33.44021,-70.66068,10.8,13,0,2405,21.8,self_employed,52,male,1.98,standard
388,100014,969,12.26,payment,electronics,CO,Bogota,mobile,0,470,15567.38,3351.54,32,1426.28,card,14,0,4.71326,-74.05772,13.0,9,0,943,19.9,retired,32,male,2.93,basic
389,100087,1244,11.33,purchase,grocery,ES,Madrid,mobile,0,583,31963.96,7203.7,38,3271.3,card,23,0,40.41045,-3.67846,10.0,16,0,4174,18.8,retired,52,male,3.64,standard
390,100265,721,26.98,payment,services,AR,Buenos Aires,desktop,0,567,150108.83,68307.06,26,5000.0,card,16,2,-34.59675,-58.37083,23.5,25,0,6305,32.8,employed,60,female,1.84,vip
391,100262,352,28.49,transfer,travel,PE,Lima,desktop,0,580,26678.01,22146.75,14,1693.75,bank_transfer,20,1,-12.06061,-77.0539,10.0,11,0,1281,34.7,employed,56,male,0.94,standard
392,100222,279,23.84,purchase,utilities,CL,Santiago,mobile,0,544,31271.2,-5000.0,12,3637.2,card,21,0,-33.44336,-70.65047,14.9,17,0,2864,34.0,self_employed,45,female,0.28,standard
393,100243,649,11.22,transfer,travel,CO,Bogota,mobile,0,499,35388.2,11614.31,24,797.91,card,23,1,4.75572,-74.08954,17.7,6,0,1085,18.7,employed,33,male,1.64,standard
394,100259,260,28.89,purchase,electronics,CL,Santiago,mobile,0,496,57635.78,-5000.0,7,5000.0,cash,19,1,-33.43568,-70.70005,25.8,17,0,6046,48.2,employed,24,male,0.22,premium
395,100400,267,19.9,withdrawal,services,CO,Bogota,mobile,0,523,34219.74,17098.13,8,3691.04,bank_transfer,11,3,4.72469,-74.0459,17.4,19,1,5022,29.2,student,36,male,0.37,standard
396,100354,917,11.33,transfer,health,ES,Madrid,desktop,0,603,29291.67,-5000.0,38,3899.04,card,17,3,40.40663,-3.69799,47.0,29,0,4591,13.8,employed,55,female,2.66,standard
397,100103,469,16.83,purchase,grocery,MX,Mexico City,tablet,0,477,32466.59,-5000.0,12,3269.25,card,16,3,19.42847,-99.1482,50.6,15,0,4421,20.5,employed,26,female,1.05,standard
398,100149,374,14.12,purchase,fashion,CO,Bogota,mobile,0,557,22777.08,5896.48,12,2230.62,card,11,4,4.73606,-74.07094,14.9,10,1,1732,22.2,unemployed,46,male,0.85,basic
399,100139,715,8.76,payment,utilities,CL,Santiago,mobile,0,469,16860.51,18748.92,21,845.07,bank_transfer,17,0,-33.45861,-70.64091,34.0,6,1,1205,15.7,student,28,male,1.73,basic
400,100067,1544,18.7,purchase,electronics,ES,Madrid,desktop,1,651,44023.85,44509.74,45,3264.35,cash,16,3,40.41511,-3.69013,33.7,15,1,4693,30.8,retired,70,male,4.2,standard
401,100003,303,24.5,purchase,health,US,Miami,mobile,0,454,34066.18,-5000.0,15,4149.38,wallet,11,1,25.77714,-80.21257,47.8,18,0,2770,34.8,employed,29,male,0.87,standard
402,100342,506,21.79,transfer,services,CO,Bogota,mobile,0,597,55431.6,9180.92,11,4770.84,wallet,16,0,4.71269,-74.10712,55.8,18,0,5319,31.5,employed,57,male,0.9,premium
403,100056,588,11.89,purchase,health,CO,Bogota,desktop,0,461,29692.48,-5000.0,27,3458.68,card,23,2,4.72552,-74.04224,34.5,15,0,3117,14.5,employed,29,female,1.62,standard
404,100304,429,33.22,purchase,services,AR,Buenos Aires,mobile,0,592,26958.7,-2494.61,16,3975.52,cash,15,6,-34.59586,-58.39677,29.4,18,0,2358,53.4,retired,66,female,1.29,standard
405,100233,86,28.04,purchase,fashion,US,Miami,mobile,0,409,75238.89,38637.79,3,5000.0,bank_transfer,14,4,25.74513,-80.17792,42.2,21,0,2763,39.1,employed,30,male,0.0,vip
406,100373,513,28.13,purchase,utilities,MX,Mexico City,mobile,0,549,57422.55,24926.86,23,2695.14,card,10,5,19.45454,-99.12433,66.8,9,0,1815,39.2,retired,65,female,1.53,premium
407,100051,532,42.69,transfer,grocery,PE,Lima,desktop,1,538,77241.21,31482.59,20,5000.0,bank_transfer,11,5,-12.06617,-77.02615,15.5,25,1,3887,51.9,self_employed,55,female,1.7,vip
408,100001,763,12.47,purchase,fashion,ES,Madrid,tablet,1,421,25392.17,16436.41,20,1619.43,card,19,1,40.47107,-3.70798,18.4,3,0,1596,15.2,employed,29,female,1.92,basic
409,100018,1285,8.54,purchase,grocery,ES,Madrid,tablet,0,401,13800.95,4497.46,50,655.74,card,11,4,40.43032,-3.71439,39.7,1,0,819,10.4,student,31,female,3.7,basic
410,100268,465,30.76,purchase,utilities,US,Miami,mobile,0,571,30412.17,9916.62,11,4519.9,cash,7,5,25.76061,-80.1765,40.1,30,0,2726,50.4,unemployed,64,female,1.58,standard
411,100469,584,33.68,purchase,services,PE,Lima,mobile,1,464,54973.48,39963.81,14,4330.23,card,14,4,-12.05067,-77.00427,19.5,26,0,4156,46.0,employed,33,male,1.04,premium
